Status,Action,Heroes,Loadouts,Code-traced loadouts,Resolved data-model loadouts,Validation
Resolved,GraphCombo:FirstBishopFourth,First Bishop Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:FirstBishopSecond,First Bishop Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:FirstBishopThird,First Bishop Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:FoxShikigamiFirst,Fox Shikigami Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:FoxShikigamiSecond,Fox Shikigami Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:FoxShikigamiThird,Fox Shikigami Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:MagicalGirlFirst,Magical Girl Myth,8,0,8,Every ApplyDamage node in the extracted graph has a resolved GetModifier input
Resolved,GraphCombo:MagicalGirlFourth,Magical Girl Myth,8,0,8,Every ApplyDamage node in the extracted graph has a resolved GetModifier input
Resolved,GraphCombo:MagicalGirlSecond,Magical Girl Myth,8,0,8,Every ApplyDamage node in the extracted graph has a resolved GetModifier input
Resolved,GraphCombo:MagicalGirlThird,Magical Girl Myth,8,0,8,Every ApplyDamage node in the extracted graph has a resolved GetModifier input
Resolved,GraphCombo:NelluruFirst,Nelluru Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:NelluruSecond,Nelluru Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:NelluruThird,Nelluru Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:SecondBishopFirst,Second Bishop Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:SecondBishopFourth,Second Bishop Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:SecondBishopSecond,Second Bishop Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:SecondBishopThird,Second Bishop Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:SummerrieFirst,Summer Rie Myth,8,0,8,Shared native action default reconstructed from its attack window
Resolved,GraphCombo:SummerrieFourth,Summer Rie Myth,8,0,8,Shared native action default reconstructed from its attack window
Resolved,GraphCombo:SummerrieSecond,Summer Rie Myth,8,0,8,Shared native action default reconstructed from its attack window
Resolved,GraphCombo:SummerrieThird,Summer Rie Myth,8,0,8,Shared native action default reconstructed from its attack window
Resolved,GraphCombo:WhitedayGirgasFirst,Whiteday Girgas,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:WhitedayGirgasSecond,Whiteday Girgas,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphCombo:WhitedayGirgasThird,Whiteday Girgas,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Code-traced,GraphCombo:WrestlerFirst,Wrestler Myth,8,8,0,"Direct graph coefficient, collision event and post-hit debuff order"
Code-traced,GraphCombo:WrestlerFourth,Wrestler Myth,8,8,0,"Direct graph coefficient, collision event and post-hit debuff order"
Code-traced,GraphCombo:WrestlerSecond,Wrestler Myth,8,8,0,"Direct graph coefficient, collision event and post-hit debuff order"
Code-traced,GraphCombo:WrestlerThird,Wrestler Myth,8,8,0,"Direct graph coefficient, collision event and post-hit debuff order"
Resolved,GraphMyth:Alicia,Alicia,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphMyth:Bakeneko,Bakeneko Myth,2,0,2,Recovered aggregate TotalDpsMult field
Code-traced,GraphMyth:BattleballPitcher,Battleball Pitcher Myth,2,2,0,Timed direct-damage sequence and collision paths
Resolved,GraphMyth:BridgeDriver,Bridge Driver Myth,2,0,2,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphMyth:BridgeMessenger,Seira,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphMyth:CarpGirl,Geumrin,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphMyth:EternalFlame,Eternal Flame Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphMyth:FallenQueen,Fallen Queen Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphMyth:FireHarpy,Fire Harpy Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphMyth:FirstBishop,First Bishop Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphMyth:FoxShikigami,Fox Shikigami Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphMyth:GnomeDoctor,Noel,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphMyth:Klen,Klen,2,0,2,Recovered aggregate TotalDpsMult field
Code-traced,GraphMyth:LegendaryHero,Erina,2,2,0,Timed direct-damage sequence and collision paths
Resolved,GraphMyth:MadScientist,Mad Scientist Myth,3,0,3,Recovered aggregate TotalDpsMult field
Code-traced,GraphMyth:MagicalGirl,Magical Girl Myth,2,2,0,Timed direct-damage sequence and collision paths
Resolved,GraphMyth:Mercenary,Mercenary Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphMyth:Nelluru,Nelluru Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphMyth:SecondBishop,Second Bishop Myth,2,0,2,Recovered aggregate TotalDpsMult field
Code-traced,GraphMyth:SquirrelGirl,Chriselle,2,2,0,Timed direct-damage sequence and collision paths
Code-traced,GraphMyth:SuccubusNoble,Bianca,2,2,0,Timed direct-damage sequence and collision paths
Resolved,GraphMyth:Sunyeo,Sunyeo Myth,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphMyth:TwinsAndroid,Nifty,2,0,2,Recovered aggregate TotalDpsMult field
Resolved,GraphPersistent:BridgeDriver,Bridge Driver Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphRole:AdelaNoble,Adela Noble Myth,8,0,8,Shared native action default reconstructed from its attack window
Resolved,GraphRole:Alicia,Alicia,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Code-traced,GraphRole:BridgeDriver,Bridge Driver Myth,8,8,0,Direct graph coefficient and one collision event
Code-traced,GraphRole:BridgeMessenger,Seira,8,8,0,Source path contains no direct damage event
Resolved,GraphRole:CarpGirl,Geumrin,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,GraphRole:EternalFlame,Eternal Flame Myth,8,0,8,Shared native action default reconstructed from its attack window
Code-traced,GraphRole:FirstBishop,First Bishop Myth,8,8,0,Source path contains no direct damage event
Resolved,GraphRole:FoxShikigami,Fox Shikigami Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Code-traced,GraphRole:GnomeDoctor,Noel,8,8,0,Source path contains no direct damage event
Resolved,GraphRole:LadyThiefMyth,Lady Thief Myth,2,0,2,Every ApplyDamage node in the extracted graph has a resolved GetModifier input
Resolved,GraphRole:MadScientistAscent,Mad Scientist Myth,6,0,6,Shared native action default reconstructed from its attack window
Resolved,GraphRole:MagicalGirl,Magical Girl Myth,8,0,8,Every ApplyDamage node in the extracted graph has a resolved GetModifier input
Code-traced,GraphRole:MermaidSpy,J,8,8,0,Source path contains no direct damage event
Code-traced,GraphRole:Nelluru,Nelluru Myth,8,8,0,Source path contains no direct damage event
Code-traced,GraphRole:SecondBishop,Second Bishop Myth,8,8,0,Source path contains no direct damage event
Resolved,GraphRole:SquirrelGirl,Chriselle,8,0,8,Every ApplyDamage node in the extracted graph has a resolved GetModifier input
Code-traced,GraphRole:SuccubusNobleMyth,Bianca,2,2,0,Source path contains no direct damage event
Resolved,GraphRole:Summerrie,Summer Rie Myth,8,0,8,Shared native action default reconstructed from its attack window
Resolved,GraphRole:Wrestler,Wrestler Myth,8,0,8,Shared native action default reconstructed from its attack window
Resolved,GraphStamina:BridgeMessenger,Seira,8,0,8,Shared discrete-stamina runtime formula
Resolved,GraphStamina:GnomeDoctor,Noel,8,0,8,Shared discrete-stamina runtime formula
Resolved,GraphStamina:Klen,Klen,8,0,8,Shared discrete-stamina runtime formula
Resolved,GraphStamina:MermaidSpy,J,8,0,8,Shared native action default reconstructed from its attack window
Resolved,GraphStamina:SquirrelGirl,Chriselle,8,0,8,Shared native action default reconstructed from its attack window
Resolved,GraphSupport:AdelaNoble,Adela Noble Myth,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,GraphSupport:Alicia,Alicia,8,0,8,Recovered aggregate TotalDpsMult field
Code-traced,GraphSupport:BattleballPitcher,Battleball Pitcher Myth,8,8,0,"Two once-calculated collisions, final capped collision, Myth selectors and EX skill buff"
Resolved,GraphSupport:BridgeDriver,Bridge Driver Myth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphSupport:BridgeMessenger,Seira,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,GraphSupport:CarpGirl,Geumrin,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,GraphSupport:EternalFlame,Eternal Flame Myth,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,GraphSupport:FirstBishop,First Bishop Myth,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,GraphSupport:FoxShikigami,Fox Shikigami Myth,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,GraphSupport:Klen,Klen,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,GraphSupport:MagicalGirl,Magical Girl Myth,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,GraphSupport:MermaidSpy,J,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,GraphSupport:Nelluru,Nelluru Myth,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,GraphSupport:SecondBishop,Second Bishop Myth,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,GraphSupport:SquirrelGirl,Chriselle,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,GraphSupport:SummerRie,Summer Rie Myth,8,0,8,Recovered aggregate TotalDpsMult field
Code-traced,GraphSupport:Wrestler,Wrestler Myth,8,8,0,Direct graph damage path
Resolved,GraphTrigger:CwpAdelaNoble,Adela Noble Myth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpAlicia,Alicia,8,0,8,Action-specific Lua/graph model plus recovered record fields
Code-traced,GraphTrigger:CwpBattleballPitcher,Battleball Pitcher Myth,8,8,0,Projectile hit and one capped collision; skill-level and Myth selectors
Resolved,GraphTrigger:CwpBridgeDriver,Bridge Driver Myth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpBridgeMessenger,Seira,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpCarpGirl,Geumrin,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpEternalFlame,Eternal Flame Myth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpFirstBishop,First Bishop Myth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpFoxShikigami,Fox Shikigami Myth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpGnomeDoctor,Noel,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpKlen,Klen,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpMagicalGirl,Magical Girl Myth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpMermaidSpy,J,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpNelluru,Nelluru Myth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpSecondBishop,Second Bishop Myth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpSquirrelGirl,Chriselle,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpSummerRie,Summer Rie Myth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GraphTrigger:CwpWrestler,Wrestler Myth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,GrenadeSupport:Rudolph,Rudolph,6,0,6,Action-specific Lua/graph model plus recovered record fields
Resolved,JumpStompSupport:DemonSister,Demon Sister,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,JumpStompSupport:DesertSlave,Desert Slave,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,JumpStompSupport:Gourry,Gourry,3,0,3,Recovered aggregate TotalDpsMult field
Resolved,JumpStompSupport:Maid,Amy,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,JumpStompSupport:SteamKnight,Steam Knight,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,KnightCaptainSupport,Knightcaptain,8,0,8,Recovered aggregate TotalDpsMult field
Resolved,LaviComboPunch,Demon Sister,8,0,8,Recovered native Fixed modifier
Resolved,LinearSupport:Akayuki,Akayuki,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,LinearSupport:Pet,Pet,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,MachineGunArrow,Warrior,2,0,2,Action-specific Lua/graph model plus recovered record fields
Resolved,MadScientistSupport,Mad Scientist Myth,18,0,18,Action-specific Lua/graph model plus recovered record fields
Resolved,MaidenSupport,Maiden,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualAlpacaGirl:First,Mayreel,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualAlpacaGirl:Fourth,Mayreel,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualAlpacaGirl:Second,Mayreel,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualAlpacaGirl:Third,Mayreel,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualBattleBallGirl:Final,Rie,16,0,16,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualBattleBallGirl:First,Rie,16,0,16,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualBattleBallGirl:Second,Rie,16,0,16,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualBlueDragon,Blue Dragon,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualBoatracingGirl:First,Boatracing Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualBoatracingGirl:Fourth,Boatracing Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualBoatracingGirl:Second,Boatracing Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualBoatracingGirl:Third,Boatracing Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualBounceFireball:Swindler,Dolf,8,0,8,Shared native action default reconstructed from its attack window
Code-traced,ManualBranchComboManager:Bakeneko,Bakeneko Myth,8,8,0,Source path contains no direct damage event
Code-traced,ManualBranchComboManager:ExorcistGirl,Exorcist Girl,3,3,0,Source path contains no direct damage event
Code-traced,ManualBranchComboManager:ValentineAmeris,Valentine Ameris,3,3,0,Source path contains no direct damage event
Resolved,ManualCaptainRabbit:First,Captain Rabbit,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualCaptainRabbit:Second,Captain Rabbit,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualCaptainRabbit:Third,Captain Rabbit,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualChargeBow,Warrior,2,0,2,Shared native action default reconstructed from its attack window
Resolved,ManualChargeDeathFist:DesertSlave,Desert Slave,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualCharmStomp:SuccubusStomp,Succubus,8,0,8,Recovered native Fixed modifier
Resolved,ManualChinaChef,Lynn,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualChinaHero,China Hero Ascent,12,0,12,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualChinaHero:Ascent,China Hero Ascent,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualClawSlash:PetLeft,Pet,8,0,8,Recovered native Fixed modifier
Resolved,ManualClawSlash:PetRight,Pet,8,0,8,Recovered native Fixed modifier
Resolved,ManualCyborgMonk,Cyborg Monk,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualDai:Rslash,Dai,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDai:Slash,Dai,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDai:Stomp,Dai,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDai:Strike,Dai,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDarkHound:WitchCoco,Witch Coco,3,0,3,Shared native action default reconstructed from its attack window
Resolved,ManualDarkHound:WitchCoco2,Witch Coco,3,0,3,Shared native action default reconstructed from its attack window
Resolved,ManualDarkHoundCluster:WitchCoco,Witch Coco,3,0,3,Shared native action default reconstructed from its attack window
Code-traced,ManualDemonCeo:First,Demon Ceo,3,3,0,Direct coefficient and collision hit sequence
Code-traced,ManualDemonCeo:Fourth,Demon Ceo,3,3,0,Direct coefficient and collision hit sequence
Code-traced,ManualDemonCeo:Second,Demon Ceo,3,3,0,Direct coefficient and collision hit sequence
Code-traced,ManualDemonCeo:Thrid,Demon Ceo,3,3,0,Direct coefficient and collision hit sequence
Resolved,ManualDemonEngineer,Demon Engineer,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualDemonGovernor:First,Demon Governor,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonGovernor:Fourth,Demon Governor,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonGovernor:Second,Demon Governor,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonGovernor:Third,Demon Governor,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonInspector:First,Demon Inspector,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonInspector:Fourth,Demon Inspector,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonInspector:Second,Demon Inspector,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonInspector:Third,Demon Inspector,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonOperator,Demon Operator,3,0,3,Shared native action default reconstructed from its attack window
Resolved,ManualDemonPowergirl:First,Demon Powergirl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonPowergirl:Fourth,Demon Powergirl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonPowergirl:Second,Demon Powergirl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonPowergirl:Third,Demon Powergirl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonSlayer:First,Andras,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonSlayer:Second,Andras,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDemonSlayer:Third,Andras,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualDesertElvenArchery:DancingArcher,Tinia,3,0,3,Shared native action default reconstructed from its attack window
Resolved,ManualDesertelfHunter,Desertelf Hunter,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualDimensionBow,Survivor,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualDokkaebi,Dokkaebi Myth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualDragonDaughter,Dragon Daughter,3,0,3,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualEleanor,Eleanor,3,0,3,Shared native action default reconstructed from its attack window
Resolved,ManualFallenQueen:First,Fallen Queen Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFallenQueen:Fourth,Fallen Queen Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFallenQueen:Second,Fallen Queen Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFallenQueen:Third,Fallen Queen Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFern,Fern,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualFestivalGirl:First,Festival Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFestivalGirl:Second,Festival Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFestivalGirl:Third,Festival Girl,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFireHarpy:First,Fire Harpy Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFireHarpy:Second,Fire Harpy Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFireHarpy:Third,Fire Harpy Myth,8,0,8,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFlameCombat:RSlash,Fire Bishop,6,0,6,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFlameCombat:Slash,Fire Bishop,6,0,6,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFlameCombat:Smash,Fire Bishop,6,0,6,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFlowerGirl,Flower Girl,6,0,6,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualForestElf:First,Estel,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualForestElf:Fourth,Estel,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualForestElf:Second,Estel,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualForestElf:Third,Estel,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFoxBead:EightTail,Nari,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualFrieren:First,Frieren,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFrieren:Second,Frieren,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFrieren:Third,Frieren,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFutureKnight,Future Knight,3,0,3,Shared continuous-stamina runtime formula
Resolved,ManualFuturePrincess:Magic,Future Princess,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFuturePrincess:RSlash,Future Princess,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFuturePrincess:Slash,Future Princess,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFuturePrincess:StaffOnly,Future Princess,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFuturePrincess:Stomp,Future Princess,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualFuturePrincess:Thrust,Future Princess,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualGaramBasket,Garam,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualGaramBow,Garam,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualGas:DragonBoy,Dragon Boy,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualGas:GhostBuster,Ghost Buster,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualGoatGirl,Goat Girl,3,0,3,Shared discrete-stamina runtime formula
Resolved,ManualGolemRider:LSmash,Golem Rider,3,0,3,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualGolemRider:RSmash,Golem Rider,3,0,3,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualGolemRider:Smash,Golem Rider,3,0,3,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualGourry:First,Gourry,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualGourry:Fourth,Gourry,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualGourry:Second,Gourry,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualGourry:Third,Gourry,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualGrenade:Maiden,Maiden,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualGrenade:RedHood,Redhood Ascent,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualGrenadeLauncher:VillainRedhood,Villain Redhood Myth,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualGuardianAngel:First,Guardian Angel,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualGuardianAngel:Fourth,Guardian Angel,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualGuardianAngel:Second,Guardian Angel,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualGuardianAngel:Third,Guardian Angel,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualHalfVampire:First,Half Vampire,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualHalfVampire:Fourth,Half Vampire,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualHalfVampire:Second,Half Vampire,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualHalfVampire:Third,Half Vampire,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualHana:First,Hana,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualHana:Fourth,Hana,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualHana:Second,Hana,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualHana:Third,Hana,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualHeadButt:DemonSister,Demon Sister,8,0,8,Recovered native Fixed modifier
Resolved,ManualHeadButt:Pet,Pet,8,0,8,Recovered native Fixed modifier
Resolved,ManualHealShotgun:DemonBrother,Demon Brother,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualHeatBladeCombo:Bash,Oghma,3,0,3,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualHeatBladeCombo:RSlash,Oghma,3,0,3,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualHeatBladeCombo:Slash,Oghma,3,0,3,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualHeatBladeCombo:Thrust,Oghma,3,0,3,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualHeroAi:First,Hero Ai,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualHeroAi:Fourth,Hero Ai,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualHeroAi:Second,Hero Ai,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualHeroAi:Third,Hero Ai,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualIceCutter:SuccubusNoble,Bianca,8,0,8,Shared native action default reconstructed from its attack window
Resolved,ManualInnuit,Innuit Ascent,8,0,8,Shared discrete-stamina runtime formula
Resolved,ManualInnuit:Ascent,Innuit Ascent,2,0,2,Shared discrete-stamina runtime formula
Resolved,ManualInvaderKnight:RSlash,Beth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualInvaderKnight:Slash,Beth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Resolved,ManualInvaderKnight:Stomp,Beth,8,0,8,Action-specific Lua/graph model plus recovered record fields
Code-traced,ManualInvaderKnight:Wave,Beth,8,8,0,Source-traced direct-damage or no-damage path
Resolved,ManualJadeShaman:First,Jade Shaman,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualJadeShaman:Second,Jade Shaman,3,0,3,Recovered ModifierBase passed to the shared DPS helper
Resolved,ManualJadeShaman:Third,Jade Shaman,3,0,3,Recovered ModifierBase passed to the shared DPS helper
